date,category,region,sales,profit
2025-06-22,Groceries,North,12748,978.46
2025-06-23,Electronics,East,7312,1324.18
2025-06-23,Electronics,West,16792,1645.33
2025-06-23,Electronics,North,35501,4015.32
2025-06-23,Clothing,East,24228,2830.59
2025-06-23,Clothing,West,27011,1884.15
2025-06-23,Clothing,North,27609,4548.57
2025-06-23,Groceries,East,16938,5040.04
2025-06-23,Groceries,West,15801,1975.02
2025-06-23,Groceries,North,6283,1341.01
2025-06-24,Electronics,East,43591,10457.33
2025-06-24,Electronics,West,7127,1078.45
2025-06-24,Electronics,North,25718,4839.49
2025-06-24,Clothing,East,4677,978.37
2025-06-24,Clothing,West,47061,4369.42
2025-06-24,Clothing,North,33758,8822.06
2025-06-24,Groceries,East,43264,10647.01
2025-06-24,Groceries,West,38083,11209.06
2025-06-24,Groceries,North,7249,1984.04
2025-06-25,Electronics,East,3788,406.99
2025-06-25,Electronics,West,46369,12607.2
2025-06-25,Electronics,North,32162,3787.84
2025-06-25,Clothing,East,5872,1298.34
2025-06-25,Clothing,West,19374,5324.52
2025-06-25,Clothing,North,37930,8137.02
2025-06-25,Groceries,East,12754,3599.07
2025-06-25,Groceries,West,21610,1165.09
2025-06-25,Groceries,North,14576,2867.96
2025-06-26,Electronics,East,47708,12176.3
2025-06-26,Electronics,West,6042,754.16
2025-06-26,Electronics,North,37959,4179.97
2025-06-26,Clothing,East,26503,5811.01
2025-06-26,Clothing,West,36426,4842.2
2025-06-26,Clothing,North,49479,4205.1
2025-06-26,Groceries,East,46174,10668.08
2025-06-26,Groceries,West,33819,7993.6
2025-06-26,Groceries,North,23666,1500.99
2025-06-27,Electronics,East,29645,3202.73
2025-06-27,Electronics,West,5981,808.32
2025-06-27,Electronics,North,41230,11903.7
2025-06-27,Clothing,East,26998,7889.63
2025-06-27,Clothing,West,22389,1285.27
2025-06-27,Clothing,North,18912,4650.22
2025-06-27,Groceries,East,30527,5270.51
2025-06-27,Groceries,West,24318,4578.09
2025-06-27,Groceries,North,25603,4044.3
2025-06-28,Electronics,East,45544,8947.97
2025-06-28,Electronics,West,25908,1850.44
2025-06-28,Electronics,North,41541,5144.64
2025-06-28,Clothing,East,17151,3915.18
2025-06-28,Clothing,West,6376,745.95
2025-06-28,Clothing,North,25903,5903.79
2025-06-28,Groceries,East,42543,3768.0
2025-06-28,Groceries,West,26534,3427.39
2025-06-28,Groceries,North,7982,581.73
2025-06-29,Electronics,East,21202,3417.42
2025-06-29,Electronics,West,18679,1411.35
2025-06-29,Electronics,North,6721,650.92
2025-06-29,Clothing,East,30415,5755.92
2025-06-29,Clothing,West,34583,5257.0
2025-06-29,Clothing,North,2721,197.01
2025-06-29,Groceries,East,37321,2734.36
2025-06-29,Groceries,West,40193,9891.89
2025-06-29,Groceries,North,26246,1393.27
2025-06-30,Electronics,East,28119,4132.08
2025-06-30,Electronics,West,6550,1514.43
2025-06-30,Electronics,North,37669,10408.02
2025-06-30,Clothing,East,16908,3263.08
2025-06-30,Clothing,West,12113,2680.96
2025-06-30,Clothing,North,12108,1025.67
2025-06-30,Groceries,East,20734,2427.99
2025-06-30,Groceries,West,10563,695.22
2025-06-30,Groceries,North,29486,3508.55
2025-07-01,Electronics,East,20644,3531.32
2025-07-01,Electronics,West,6041,847.44
2025-07-01,Electronics,North,17160,3950.66
2025-07-01,Clothing,East,33492,6646.54
2025-07-01,Clothing,West,13815,2272.09
2025-07-01,Clothing,North,9879,1246.38
2025-07-01,Groceries,East,26932,3583.42
2025-07-01,Groceries,West,41644,6037.23
2025-07-01,Groceries,North,22596,3616.62
2025-07-02,Electronics,East,29220,7418.05
2025-07-02,Electronics,West,43666,12818.43
2025-07-02,Electronics,North,9921,1241.2
2025-07-02,Clothing,East,40532,11625.38
2025-07-02,Clothing,West,14163,2404.2
2025-07-02,Clothing,North,12641,3680.35
2025-07-02,Groceries,East,21915,2692.52
2025-07-02,Groceries,West,46544,9691.65
2025-07-02,Groceries,North,38740,9510.42
2025-07-03,Electronics,East,22357,3219.72
2025-07-03,Electronics,West,26751,3778.68
2025-07-03,Electronics,North,37952,3793.3
2025-07-03,Clothing,East,36758,3491.34
2025-07-03,Clothing,West,37051,2101.87
2025-07-03,Clothing,North,48658,8048.3
2025-07-03,Groceries,East,47423,4856.69
2025-07-03,Groceries,West,20092,5180.13
2025-07-03,Groceries,North,5532,1409.23
2025-07-04,Electronics,East,27813,6070.03
2025-07-04,Electronics,West,10121,2108.55
2025-07-04,Electronics,North,16861,1908.17
2025-07-04,Clothing,East,11101,2540.01
2025-07-04,Clothing,West,25706,1760.64
2025-07-04,Clothing,North,40186,6823.93
2025-07-04,Groceries,East,27267,5006.0
2025-07-04,Groceries,West,46331,7161.62
2025-07-04,Groceries,North,3409,844.34
2025-07-05,Electronics,East,24562,5536.49
2025-07-05,Electronics,West,36186,7181.29
2025-07-05,Electronics,North,6569,508.06
2025-07-05,Clothing,East,17268,3702.27
2025-07-05,Clothing,West,24265,2222.3
2025-07-05,Clothing,North,41152,2513.32
2025-07-05,Groceries,East,43272,9492.49
2025-07-05,Groceries,West,27189,7931.11
2025-07-05,Groceries,North,22731,6624.48
2025-07-06,Electronics,East,29210,2234.16
2025-07-06,Electronics,West,7462,855.78
2025-07-06,Electronics,North,34467,8158.8
2025-07-06,Clothing,East,37568,7330.63
2025-07-06,Clothing,West,38698,4073.27
2025-07-06,Clothing,North,25518,3771.14
2025-07-06,Groceries,East,45535,8977.11
2025-07-06,Groceries,West,33798,2963.62
2025-07-06,Groceries,North,2609,445.34
2025-07-07,Electronics,East,20361,3135.47
2025-07-07,Electronics,West,6626,523.57
2025-07-07,Electronics,North,48851,4172.79
2025-07-07,Clothing,East,21440,2910.84
2025-07-07,Clothing,West,14557,2624.32
2025-07-07,Clothing,North,23826,4027.56
2025-07-07,Groceries,East,29715,6849.26
2025-07-07,Groceries,West,30651,3976.27
2025-07-07,Groceries,North,20678,1264.89
2025-07-08,Electronics,East,47581,3748.02
2025-07-08,Electronics,West,23483,4978.22
2025-07-08,Electronics,North,45377,11344.82
2025-07-08,Clothing,East,49528,5496.53
2025-07-08,Clothing,West,12432,2336.94
2025-07-08,Clothing,North,22691,4310.43
2025-07-08,Groceries,East,31281,3377.22
2025-07-08,Groceries,West,27545,5713.94
2025-07-08,Groceries,North,13215,2776.73
2025-07-09,Electronics,East,29320,4365.62
2025-07-09,Electronics,West,49325,10038.96
2025-07-09,Electronics,North,13931,2262.31
2025-07-09,Clothing,East,29151,4291.29
2025-07-09,Clothing,West,47185,4893.04
2025-07-09,Clothing,North,19241,4580.92
2025-07-09,Groceries,East,5100,991.12
2025-07-09,Groceries,West,36185,3500.54
2025-07-09,Groceries,North,22363,2219.94
2025-07-10,Electronics,East,8468,978.8
2025-07-10,Electronics,West,33078,6017.84
2025-07-10,Electronics,North,42884,5504.21
2025-07-10,Clothing,East,26469,5368.63
2025-07-10,Clothing,West,39469,3100.61
2025-07-10,Clothing,North,24067,6290.62
2025-07-10,Groceries,East,41459,3861.15
2025-07-10,Groceries,West,45144,10224.98
2025-07-10,Groceries,North,20493,5731.29
2025-07-11,Electronics,East,39677,2824.53
2025-07-11,Electronics,West,9778,1254.48
2025-07-11,Electronics,North,16635,2101.75
2025-07-11,Clothing,East,12996,1862.67
2025-07-11,Clothing,West,10264,1823.98
2025-07-11,Clothing,North,28409,5656.42
2025-07-11,Groceries,East,38670,5643.02
2025-07-11,Groceries,West,13173,2261.38
2025-07-11,Groceries,North,36217,8089.37
2025-07-12,Electronics,East,43287,12236.1
2025-07-12,Electronics,West,12353,2331.36
2025-07-12,Electronics,North,33089,4043.76
2025-07-12,Clothing,East,13261,1705.96
2025-07-12,Clothing,West,30556,6259.47
2025-07-12,Clothing,North,24529,7063.38
2025-07-12,Groceries,East,32759,2756.14
2025-07-12,Groceries,West,26162,7612.02
2025-07-12,Groceries,North,34124,7277.54
2025-07-13,Electronics,East,27813,6151.52
2025-07-13,Electronics,West,28238,6425.15
2025-07-13,Electronics,North,30088,5180.4
2025-07-13,Clothing,East,6417,1227.89
2025-07-13,Clothing,West,15452,1900.94
2025-07-13,Clothing,North,19012,2019.28
2025-07-13,Groceries,East,19918,1833.5
2025-07-13,Groceries,West,30971,5928.24
2025-07-13,Groceries,North,33460,6271.46
2025-07-14,Electronics,East,8419,1626.37
2025-07-14,Electronics,West,18556,4523.55
2025-07-14,Electronics,North,25042,4645.56
2025-07-14,Clothing,East,3726,894.24
2025-07-14,Clothing,West,29925,5583.66
2025-07-14,Clothing,North,28862,2182.09
2025-07-14,Groceries,East,43839,10426.51
2025-07-14,Groceries,West,20510,5511.09
2025-07-14,Groceries,North,3112,505.49
2025-07-15,Electronics,East,23844,6331.77
2025-07-15,Electronics,West,6700,1070.44
2025-07-15,Electronics,North,8693,2120.29
2025-07-15,Clothing,East,16528,1693.62
2025-07-15,Clothing,West,49340,9719.04
2025-07-15,Clothing,North,23978,6360.46
2025-07-15,Groceries,East,40994,8534.65
2025-07-15,Groceries,West,11877,2423.36
2025-07-15,Groceries,North,14541,3684.43
2025-07-16,Electronics,East,4890,941.42
2025-07-16,Electronics,West,35883,4315.69
2025-07-16,Electronics,North,36308,3343.76
2025-07-16,Clothing,East,47140,5805.7
2025-07-16,Clothing,West,38534,4502.15
2025-07-16,Clothing,North,34712,10287.67
2025-07-16,Groceries,East,45518,11552.25
2025-07-16,Groceries,West,9885,2873.5
2025-07-16,Groceries,North,27974,7824.11
2025-07-17,Electronics,East,19174,5114.89
2025-07-17,Electronics,West,9315,2099.2
2025-07-17,Electronics,North,9696,1090.02
2025-07-17,Clothing,East,47621,6215.69
2025-07-17,Clothing,West,17223,4139.86
2025-07-17,Clothing,North,45317,6714.85
2025-07-17,Groceries,East,10317,2005.17
2025-07-17,Groceries,West,18610,3851.4
2025-07-17,Groceries,North,25587,4170.63
2025-07-18,Electronics,East,42525,10573.83
2025-07-18,Electronics,West,7101,1070.21
2025-07-18,Electronics,North,19233,4301.96
2025-07-18,Clothing,East,25187,4122.45
2025-07-18,Clothing,West,32984,4348.03
2025-07-18,Clothing,North,1162,310.52
2025-07-18,Groceries,East,49019,3592.38
2025-07-18,Groceries,West,31044,6479.2
2025-07-18,Groceries,North,46697,6516.83
2025-07-19,Electronics,East,5150,1281.94
2025-07-19,Electronics,West,27064,2827.04
2025-07-19,Electronics,North,29157,7470.37
2025-07-19,Clothing,East,33421,3914.74
2025-07-19,Clothing,West,19585,2632.98
2025-07-19,Clothing,North,38875,3212.96
2025-07-19,Groceries,East,32807,8105.82
2025-07-19,Groceries,West,45731,11001.21
2025-07-19,Groceries,North,4010,300.32
2025-07-20,Electronics,East,31119,1682.61
2025-07-20,Electronics,West,11353,1820.13
2025-07-20,Electronics,North,1044,311.07
2025-07-20,Clothing,East,29036,2920.43
2025-07-20,Clothing,West,46127,12793.41
2025-07-20,Clothing,North,43598,5470.08
2025-07-20,Groceries,East,18958,1390.28
2025-07-20,Groceries,West,24621,2772.26
2025-07-20,Groceries,North,25369,5482.93
2025-07-21,Electronics,East,43527,3977.55
2025-07-21,Electronics,West,26974,5567.46
2025-07-21,Electronics,North,48578,10923.27
2025-07-21,Clothing,East,16344,2571.04
2025-07-21,Clothing,West,6976,1576.05
2025-07-21,Clothing,North,1071,110.69
2025-07-21,Groceries,East,6107,507.95
2025-07-21,Groceries,West,15823,2845.94
2025-07-21,Groceries,North,30167,1578.39
2025-07-22,Electronics,East,46586,6330.74
2025-07-22,Electronics,West,8903,2644.54
2025-07-22,Electronics,North,28676,6409.31
2025-07-22,Clothing,East,32306,2187.34
2025-07-22,Clothing,West,26104,1888.17
2025-07-22,Clothing,North,7712,584.57
2025-07-22,Groceries,East,25088,6779.96
2025-07-22,Groceries,West,9986,1454.76
2025-07-22,Groceries,North,9725,2046.08
2025-07-23,Electronics,East,45376,3889.33
2025-07-23,Electronics,West,35767,6825.16
2025-07-23,Electronics,North,40997,8712.07
2025-07-23,Clothing,East,29842,4112.14
2025-07-23,Clothing,West,14962,3097.43
2025-07-23,Clothing,North,10920,3057.31
2025-07-23,Groceries,East,41375,9170.42
2025-07-23,Groceries,West,15237,1092.07
2025-07-23,Groceries,North,7584,644.66
2025-07-24,Electronics,East,9071,1790.56
2025-07-24,Electronics,West,26167,3608.01
2025-07-24,Electronics,North,29140,3748.16
2025-07-24,Clothing,East,10163,1137.71
2025-07-24,Clothing,West,43245,3073.08
2025-07-24,Clothing,North,37267,7462.71
2025-07-24,Groceries,East,48263,9744.22
2025-07-24,Groceries,West,46251,2622.71
2025-07-24,Groceries,North,44149,11874.17
2025-07-25,Electronics,East,14464,2595.38
2025-07-25,Electronics,West,34392,3341.58
2025-07-25,Electronics,North,26673,3304.4
2025-07-25,Clothing,East,4576,1125.47
2025-07-25,Clothing,West,16685,2898.55
2025-07-25,Clothing,North,8388,924.95
2025-07-25,Groceries,East,42817,8498.42
2025-07-25,Groceries,West,35621,9695.36
2025-07-25,Groceries,North,1790,531.13
2025-07-26,Electronics,East,21740,1804.33
2025-07-26,Electronics,West,38249,5936.85
2025-07-26,Electronics,North,36806,8124.39
2025-07-26,Clothing,East,31868,9197.53
2025-07-26,Clothing,West,5783,313.28
2025-07-26,Clothing,North,5425,289.96
2025-07-26,Groceries,East,15138,907.62
2025-07-26,Groceries,West,4962,1424.94
2025-07-26,Groceries,North,27081,4783.93
2025-07-27,Electronics,East,42194,9626.87
2025-07-27,Electronics,West,28225,4400.1
2025-07-27,Electronics,North,27363,1932.02
2025-07-27,Clothing,East,36164,6669.14
2025-07-27,Clothing,West,11006,1313.75
2025-07-27,Clothing,North,21310,1486.49
2025-07-27,Groceries,East,14316,4202.87
2025-07-27,Groceries,West,11182,2058.58
2025-07-27,Groceries,North,26606,5230.99
2025-07-28,Electronics,East,43587,9600.64
2025-07-28,Electronics,West,5332,680.06
2025-07-28,Electronics,North,29671,6898.2
2025-07-28,Clothing,East,16639,1072.82
2025-07-28,Clothing,West,6650,1869.69
2025-07-28,Clothing,North,8601,1404.91
2025-07-28,Groceries,East,40900,2607.67
2025-07-28,Groceries,West,44652,10512.12
2025-07-28,Groceries,North,49539,4652.28
2025-07-29,Electronics,East,1830,415.36
2025-07-29,Electronics,West,46973,2481.94
2025-07-29,Electronics,North,33532,9665.73
2025-07-29,Clothing,East,35275,6325.01
2025-07-29,Clothing,West,48236,5538.06
2025-07-29,Clothing,North,25370,2073.56
2025-07-29,Groceries,East,18613,4341.18
2025-07-29,Groceries,West,8736,2121.6
2025-07-29,Groceries,North,2923,390.96
2025-07-30,Electronics,East,29136,3437.91
2025-07-30,Electronics,West,5185,600.1
2025-07-30,Electronics,North,38791,8025.21
2025-07-30,Clothing,East,33515,5489.74
2025-07-30,Clothing,West,24601,1571.01
2025-07-30,Clothing,North,38151,3499.22
2025-07-30,Groceries,East,11309,1286.73
2025-07-30,Groceries,West,7743,2118.23
2025-07-30,Groceries,North,45179,10422.55
2025-07-31,Electronics,East,15968,3755.59
2025-07-31,Electronics,West,1168,71.26
2025-07-31,Electronics,North,1805,200.6
2025-07-31,Clothing,East,31917,4500.11
2025-07-31,Clothing,West,10835,1026.51
2025-07-31,Clothing,North,3317,624.31
2025-07-31,Groceries,East,47794,11239.55
2025-07-31,Groceries,West,28483,3022.87
2025-07-31,Groceries,North,17270,2660.69
